“ID”,“DISCIPLINA”,“CONTEUDO”
465,C1,Aplicação da avaliação diagnóstica. Revisão de conteúdos estudados.
466,C1,Aplicação da avaliação diagnóstica. Revisão de conteúdos estudados.
467,C1,Retomada de conceitos: Funções e gráficos. 
468,C1,Retomada de conceitos: Funções e gráficos. 
469,C1,Retomada de conceitos: Funções e gráficos. 
470,C1,Retomada de conceitos: Funções e gráficos. 
471,C1,Funções trigonométricas- exponenciais e logarítmicas.
472,C1,Funções trigonométricas- exponenciais e logarítmicas.
473,C1,Funções trigonométricas- exponenciais e logarítmicas.
474,C1,Funções trigonométricas- exponenciais e logarítmicas.
475,C1,Resolução de exercícios propostos. Aula Remota - Motivo COVID-19. Pequenos vídeos gravados e disponibilizados no Youtube contendo o conceito de funções exponenciais e logarítmicas. São propostos exercícios para serem postados no AVA.
476,C1,Resolução de exercícios propostos. Aula Remota - Motivo COVID-19. Pequenos vídeos gravados e disponibilizados no Youtube contendo o conceito de funções exponenciais e logarítmicas. São propostos exercícios para serem postados no AVA.
477,C1,Resolução de exercícios propostos. Aula Remota - Motivo COVID-19. Pequenos vídeos gravados e disponibilizados no Youtube contendo o conceito de funções exponenciais e logarítmicas. São propostos exercícios para serem postados no AVA.
478,C1,Resolução de exercícios propostos. Aula Remota - Motivo COVID-19. Pequenos vídeos gravados e disponibilizados no Youtube contendo o conceito de funções exponenciais e logarítmicas. São propostos exercícios para serem postados no AVA.
479,C1,Resolução de exercícios propostos. AVA.
480,C1,Introdução e interpretação geométrica do conceito de limites de uma função. Aula Remota - Motivo COVID-19. Pequenos vídeos gravados e disponibilizados no Youtube contendo a interpretação geométrica do conceito de limites e sua aplicação. São propostos exercícios para serem postados no AVA.
481,C1,Introdução e interpretação geométrica do conceito de limites de uma função. Aula Remota - Motivo COVID-19. Pequenos vídeos gravados e disponibilizados no Youtube contendo a interpretação geométrica do conceito de limites e sua aplicação. São propostos exercícios para serem postados no AVA.
482,C1,Introdução e interpretação geométrica do conceito de limites de uma função. Aula Remota - Motivo COVID-19. Pequenos vídeos gravados e disponibilizados no Youtube contendo a interpretação geométrica do conceito de limites e sua aplicação. São propostos exercícios para serem postados no AVA.
483,C1,Introdução e interpretação geométrica do conceito de limites de uma função. Aula Remota - Motivo COVID-19. Pequenos vídeos gravados e disponibilizados no Youtube contendo a interpretação geométrica do conceito de limites e sua aplicação. São propostos exercícios para serem postados no AVA.
484,C1,Limites de uma função. Propriedades dos Limites. Aula Remota - Motivo COVID-19. Apresentação da ferramenta Microsoft Teams. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
485,C1,Limites de uma função. Propriedades dos Limites. Aula Remota - Motivo COVID-19. Apresentação da ferramenta Microsoft Teams. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
486,C1,Limites de uma função. Propriedades dos Limites. Aula Remota - Motivo COVID-19. Apresentação da ferramenta Microsoft Teams. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
487,C1,Limites de uma função. Propriedades dos Limites. Aula Remota - Motivo COVID-19. Apresentação da ferramenta Microsoft Teams. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
488,C1,Continuidade. Aplicações de limites e continuidade. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
489,C1,Continuidade. Aplicações de limites e continuidade. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
490,C1,Continuidade. Aplicações de limites e continuidade. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
491,C1,Continuidade. Aplicações de limites e continuidade. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
492,C1,Derivadas. Regras de Derivação. Regras do Produto e Quociente. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
493,C1,Derivadas. Regras de Derivação. Regras do Produto e Quociente. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
494,C1,Derivadas. Regras de Derivação. Regras do Produto e Quociente. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
495,C1,Derivadas. Regras de Derivação. Regras do Produto e Quociente. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
496,C1,Revisão de conteúdos sobre limites e derivadas de uma função. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams com revisão de conteúdos estudados- com realização de exercícios propostos nas aulas anteriores.
497,C1,Revisão de conteúdos sobre limites e derivadas de uma função. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams com revisão de conteúdos estudados- com realização de exercícios propostos nas aulas anteriores.
498,C1,Revisão de conteúdos sobre limites e derivadas de uma função. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams com revisão de conteúdos estudados- com realização de exercícios propostos nas aulas anteriores.
499,C1,Revisão de conteúdos sobre limites e derivadas de uma função. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams com revisão de conteúdos estudados- com realização de exercícios propostos nas aulas anteriores.
500,C1,Desenvolvimento de atividade de Modelagem Matemática utilizando conceitos de Cálculo: Telefonia Móvel. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams com orientações de atividade avaliativa. A resolução da atividade deve ser postada no AVA.
501,C1,Desenvolvimento de atividade de Modelagem Matemática utilizando conceitos de Cálculo: Telefonia Móvel. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams com orientações de atividade avaliativa. A resolução da atividade deve ser postada no AVA.
502,C1,Desenvolvimento de atividade de Modelagem Matemática utilizando conceitos de Cálculo: Telefonia Móvel. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams com orientações de atividade avaliativa. A resolução da atividade deve ser postada no AVA.
503,C1,Desenvolvimento de atividade de Modelagem Matemática utilizando conceitos de Cálculo: Telefonia Móvel. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams com orientações de atividade avaliativa. A resolução da atividade deve ser postada no AVA.
504,C1,Regras de Derivação. Regras do Produto e Quociente. Regra da Cadeia. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
505,C1,Regras de Derivação. Regras do Produto e Quociente. Regra da Cadeia. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
506,C1,Regras de Derivação. Regras do Produto e Quociente. Regra da Cadeia. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
507,C1,Regras de Derivação. Regras do Produto e Quociente. Regra da Cadeia. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
508,C1,Regra da Cadeia. Máximos e mínimos e outras aplicações da derivada. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
509,C1,Regra da Cadeia. Máximos e mínimos e outras aplicações da derivada. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
510,C1,Regra da Cadeia. Máximos e mínimos e outras aplicações da derivada. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
511,C1,Regra da Cadeia. Máximos e mínimos e outras aplicações da derivada. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
512,C1,Máximos e mínimos e outras aplicações da derivada. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
513,C1,Máximos e mínimos e outras aplicações da derivada. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
514,C1,Máximos e mínimos e outras aplicações da derivada. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
515,C1,Máximos e mínimos e outras aplicações da derivada. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
516,C1,Resolução de atividades propostas. AVA. Aula Remota - Motivo COVID-19. Participação na Semana de Tecnologia das Faculdades da Indústria transmitida pelo YouTube.
517,C1,Resolução de atividades propostas. AVA. Aula Remota - Motivo COVID-19. Participação na Semana de Tecnologia das Faculdades da Indústria transmitida pelo YouTube.
518,C1,Resolução de atividades propostas. AVA. Aula Remota - Motivo COVID-19. Participação na Semana de Tecnologia das Faculdades da Indústria transmitida pelo YouTube.
519,C1,Resolução de atividades propostas. AVA. Aula Remota - Motivo COVID-19. Participação na Semana de Tecnologia das Faculdades da Indústria transmitida pelo YouTube.
520,C1,Funções de várias variáveis. Derivadas parciais. Regra da Cadeia. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
521,C1,Funções de várias variáveis. Derivadas parciais. Regra da Cadeia. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
522,C1,Funções de várias variáveis. Derivadas parciais. Regra da Cadeia. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
523,C1,Funções de várias variáveis. Derivadas parciais. Regra da Cadeia. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
524,C1,Valores máximo e mínimo. Aplicações. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
525,C1,Valores máximo e mínimo. Aplicações. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
526,C1,Valores máximo e mínimo. Aplicações. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
527,C1,Valores máximo e mínimo. Aplicações. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
528,C1,Integrais indefinidas e definidas. Regras de integração. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
529,C1,Integrais indefinidas e definidas. Regras de integração. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
530,C1,Integrais indefinidas e definidas. Regras de integração. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
531,C1,Integrais indefinidas e definidas. Regras de integração. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams. São propostos exercícios para serem postados no AVA.
532,C1,Desenvolvimento de atividade de Modelagem Matemática utilizando conceitos de integrais por substituição: Plantando Grama em um Jardim. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams com orientações de atividade avaliativa. A resolução da atividade deve ser postada no AVA.
533,C1,Desenvolvimento de atividade de Modelagem Matemática utilizando conceitos de integrais por substituição: Plantando Grama em um Jardim. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams com orientações de atividade avaliativa. A resolução da atividade deve ser postada no AVA.
534,C1,Desenvolvimento de atividade de Modelagem Matemática utilizando conceitos de integrais por substituição: Plantando Grama em um Jardim. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams com orientações de atividade avaliativa. A resolução da atividade deve ser postada no AVA.
535,C1,Desenvolvimento de atividade de Modelagem Matemática utilizando conceitos de integrais por substituição: Plantando Grama em um Jardim. Aula Remota - Motivo COVID-19. Aula em tempo real utilizando o Microsoft Teams com orientações de atividade avaliativa. A resolução da atividade deve ser postada no AVA.
536,C1,Revisão de conteúdos estudados sobre Limites- Continuidade- Derivada e Integral. Orientações de exame de conteúdos estudados- cuja resolução da atividade deve ser postada no AVA. Aula Remota - Motivo COVID-19.
537,C1,Revisão de conteúdos estudados sobre Limites- Continuidade- Derivada e Integral. Orientações de exame de conteúdos estudados- cuja resolução da atividade deve ser postada no AVA. Aula Remota - Motivo COVID-19.
538,C1,Revisão de conteúdos estudados sobre Limites- Continuidade- Derivada e Integral. Orientações de exame de conteúdos estudados- cuja resolução da atividade deve ser postada no AVA. Aula Remota - Motivo COVID-19.
539,C1,Revisão de conteúdos estudados sobre Limites- Continuidade- Derivada e Integral. Orientações de exame de conteúdos estudados- cuja resolução da atividade deve ser postada no AVA. Aula Remota - Motivo COVID-19.
540,C1,Apresentação da unidade curricular e do professor. Panorama do semestre e apresentação do trabalho integrado (jornada)
541,C1,Apresentação da unidade curricular e do professor. Panorama do semestre e apresentação do trabalho integrado (jornada)
542,C1,Apresentação da unidade curricular e do professor. Panorama do semestre e apresentação do trabalho integrado (jornada)
543,C1,Apresentação da unidade curricular e do professor. Panorama do semestre e apresentação do trabalho integrado (jornada)
544,C1,Conceito de empreendedorismo. Cenário do empreendedorismo no Brasil.  Comportamento empreendedor. 
545,C1,Conceito de empreendedorismo. Cenário do empreendedorismo no Brasil.  Comportamento empreendedor. 
546,C1,Conceito de empreendedorismo. Cenário do empreendedorismo no Brasil.  Comportamento empreendedor. 
547,C1,Conceito de empreendedorismo. Cenário do empreendedorismo no Brasil.  Comportamento empreendedor. 
548,C1,Intraempreendedorismo: o colaborador empreendedor e inovador. Casos de intraempreendedorismo. 
549,C1,Intraempreendedorismo: o colaborador empreendedor e inovador. Casos de intraempreendedorismo. 
550,C1,Intraempreendedorismo: o colaborador empreendedor e inovador. Casos de intraempreendedorismo. 
551,C1,Intraempreendedorismo: o colaborador empreendedor e inovador. Casos de intraempreendedorismo. 
552,C1,O que é inovação. Diferença entre inovação e invenção. Gestão da inovação. Ciclo de vida das startups (crescimento- maturidade e crises)-
553,C1,O que é inovação. Diferença entre inovação e invenção. Gestão da inovação. Ciclo de vida das startups (crescimento- maturidade e crises)-
554,C1,O que é inovação. Diferença entre inovação e invenção. Gestão da inovação. Ciclo de vida das startups (crescimento- maturidade e crises)-
555,C1,O que é inovação. Diferença entre inovação e invenção. Gestão da inovação. Ciclo de vida das startups (crescimento- maturidade e crises)-
556,C1,"No período de 17/03 a 31/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19. Atividade prática supervisionada. Desenvolvimento da atividade ""Modelando a solução de um problema de uma indústriao através do Lean Canvas"""
557,C1,"No período de 17/03 a 31/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19. Atividade prática supervisionada. Desenvolvimento da atividade ""Modelando a solução de um problema de uma indústriao através do Lean Canvas"""
558,C1,"No período de 17/03 a 31/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19. Atividade prática supervisionada. Desenvolvimento da atividade ""Modelando a solução de um problema de uma indústriao através do Lean Canvas"""
559,C1,"No período de 17/03 a 31/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19. Atividade prática supervisionada. Desenvolvimento da atividade ""Modelando a solução de um problema de uma indústriao através do Lean Canvas"""
560,C1,"No período de 17/03 a 31/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19. Atividade prática supervisionada. Desenvolvimento da atividade ""Modelando a solução de um problema de uma indústriao através do Lean Canvas"""
561,C1,"“No período de 17/03 a 31/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Desenvolvimento da atividade ""Design thinking"""
562,C1,"“No período de 17/03 a 31/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Desenvolvimento da atividade ""Design thinking"""
563,C1,"“No período de 17/03 a 31/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Desenvolvimento da atividade ""Design thinking"""
564,C1,"“No período de 17/03 a 31/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Desenvolvimento da atividade ""Design thinking"""
565,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa 0: Lean canvas.
566,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa 0: Lean canvas.
567,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa 0: Lean canvas.
568,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa 0: Lean canvas.
569,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Sumário executivo.
570,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Sumário executivo.
571,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Sumário executivo.
572,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Sumário executivo.
573,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Análise de mercado.
574,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Análise de mercado.
575,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Análise de mercado.
576,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Análise de mercado.
577,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Análise de mercado.
578,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Análise de mercado.
579,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Análise de mercado.
580,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Análise de mercado.
581,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano operacional.
582,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano operacional.
583,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano operacional.
584,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano operacional.
585,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano de marketing.
586,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano de marketing.
587,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano de marketing.
588,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano de marketing.
589,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano financeiro.
590,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano financeiro.
591,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano financeiro.
592,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano financeiro.
593,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano financeiro. / Atividade desenvolvida: Semana de Tecnologia.
594,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano financeiro. / Atividade desenvolvida: Semana de Tecnologia.
595,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano financeiro. / Atividade desenvolvida: Semana de Tecnologia.
596,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Plano financeiro. / Atividade desenvolvida: Semana de Tecnologia.
597,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Construção de cenários- análise estratégica e finalização do plano de negócios. 
598,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Construção de cenários- análise estratégica e finalização do plano de negócios. 
599,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Construção de cenários- análise estratégica e finalização do plano de negócios. 
600,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: desenvolvimento do plano de negócios. Etapa: Construção de cenários- análise estratégica e finalização do plano de negócios. 
601,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: Pitch (apresentação do plano de negócios).
602,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: Pitch (apresentação do plano de negócios).
603,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: Pitch (apresentação do plano de negócios).
604,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: Pitch (apresentação do plano de negócios).
605,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: Introdução à metodologia de pesquisa e à elaboração de projetos de pesquisa. Desenvolvimento de artigo (paper) pelos alunos. 
606,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: Introdução à metodologia de pesquisa e à elaboração de projetos de pesquisa. Desenvolvimento de artigo (paper) pelos alunos. 
607,C1,“A partir de 17/03- suspensão de aula presencial- devido ao plano de precaução do COVID-19”.Desenvolvimento de atividade prática supervisionada (utilização do Ambiente Virtual de Aprendizagem). Atividade desenvolvida: Introdução à metodologia de pesquisa e à elaboração de projetos de pesquisa. Desenvolvimento de artigo (paper) pelos alunos. 
